post_num,post_idx,text,topic_tag,sentiment_tag
252,5,ה כעס צריך להיות מופנה אל מחוקקי חוק ה לאום,3,-1
231,8,כ ה זו ה מפרידה ו מדרגת את ה חברה עפ קבוצות שייכות,3,-1
293,1,חוק ה לאום,3,0
247,2,ב ראש מעיניי יהיה ה עשייה ה מתמדת ל תיקון ה עיוות ש יצר חוק ה לאום,3,-1
291,2,יש איום על זהותה ה יהודית של מדינת ישראל,3,0
219,8,הצהרותיו מתייחסות ל ה רצון ו ל ה מהלכים ל שינוי חוק ה לאום,3,-1
232,8,מראה עד כמה ה רעל ה זה חלחל ו השפיע,3,-1
208,5,חוק ש נפל לאחר ש כל מפלגות ה קואלציה הצביעו נגד הוא,3,0
212,2,הוא מכסה על פרצות ש התגלו ב מהלך ה שנים ו נוצלו על ידי גורמים כ ה אלו ו אחרים ש רוצים לקעקע את זהותה של מדינת ישראל כ מדינת ה לאום של ה עם ה יהודי,3,1
279,21,איזו מילה אחת חסרה ב ה חוק,3,0
267,5,ו זה רק קצה ה קרחון חוק ה לאום,3,-1
232,1,צריך לבטל,3,-1
297,7,זאת ה סיבה ש נדאג ש ה חוק יעבור,3,1
236,3,זה יהיה משבר קונסטיטוציוני ש ה מדינה לא ראתה כמו הוא,3,0
231,2,כש חוקקו את חוק ה לאום כ רשימת מכולת של ה מובן מאל הוא,3,-1
258,1,נגד שני חוקים פסולים ש מטרתם אחת,3,-1
292,6,להבטיח את קיומו ו עתידו של ה עם ה יהודי ב ארצו,3,1
239,1,דברי ב כנס ה מרכז ה בינתחומי בהרצליה ב נושא חוק ה לאום,3,0
232,16,הוא עוד אחד מ רשימת ה חוקים ש פשוט מונעת מהם לממש את עצמם,3,-1
218,9,מן ה ראוי ש ה דבר ה ראשון ש הכנסת ה זאת תעשה,3,-1
212,4,כל ה עליהום ש היה על מחוקקי ה חוק הוא עליהום מיותר ו מנותק מ ה מציאות,3,1
280,1,הצעת חוק ה לאום היא הצעת חוק ש כל מפלגה ציונית צריכה לתמוך ב היא,3,1
289,3,ש לא ברור איך לא עוגן ב ה חקיקה עד כה,3,1
229,1,ו ל שילובו ב ה חוק של ערך ה שוויון ב רוח מגילת ה עצמאות,3,-1
270,1,חוק ה לאום הוא חוק חשוב,3,1
208,6,ב ה חוק העליתי גם את חשיבות משרד ה פנים ו עד כמה חשוב ש יהיה בידי ישראל ביתנו תוך כדי החזרת כל ה סמכויות של ה תכנון ו ה בניה לאחר כישלונו של כחלון ב ה טיפול ב ה נושא מה ש גרם לראשונה מ אז קום ה מדינה ל הרס בתים ב ה כפרים ה דרוזים,3,0
294,8,יתבצעו ב חוק שינויים ו ה מקום לעשות זאת הוא ב ועדות ב ה כנסת,3,0
210,3,ישראל ב היא חוק ה לאום ה גזעני יבוטל זאת התחייבות,3,-1
255,2,זהו יום היסטורי ו מכונן ב הוא אנו מוסיפים חוליה נוספת ב ה שרשרת ה מפוארת את היא החלו אבות ה ציונות,3,1
291,1,יש איום על מדינת ישראל,3,0
231,9,ב מקרה זה נשמע בעיקר קולם של ה דרוזים ה מוחאים על ה אפליה,3,-1
275,3,אני כפי ש התנגדתי ב ה עבר ו אמשיך להתנגד ל חוק ה לאום ב ה דעה ש ה חוק ה זה לא יעבור ב מתכונתו ה נוכחית כל עוד לא נותן מענה הולם ל בני ה עדה ה דרוזית ב ישראל,3,-1
291,16,ו על זכויות פרט שוות ל ה כולם,3,1
279,16,מילה אחת ש אומרת ה כל שוויון,3,0
220,3,כל מפלגות ה קואלציה הצביעו נגד,3,0
266,6,ל חברי הכנסת אבי דיכטר ו אמיר אוחנה ו ל כל ה שותפים ל ה מהלך חשוב זה,3,1
266,4,אני מודה ל ה שר יריב לוין על הובלת ה חוק,3,1
257,2,נגד חוק ה לאום,3,-1
299,3,ה הכרזה על מדינת ישראל כ מדינה יהודית מתנגשת עם ערכי ה שוויון ה דמוקרטי נקודה,3,-1
279,15,מילה אחת חסרה ב הצעת ה חוק,3,0
298,6,הגיע ה זמן להשוות את שני ה עקרונות כ חוקי יסוד,3,1
219,6,אומנם ה הצעה לא עברה ב ה הצבעה,3,0
228,6,מ סכימות ו מסכימים,3,0
212,6,ש צצו אחרי ש עבר ה חוק ב קריאה שנייה ו שלישית,3,0
255,1,אישרנו את חוק ה לאום ו הבהרנו ב אופן ברור מדינת ישראל היא מדינת ה לאום של ה עם ה יהודי,3,1
220,1,הצעת חוק תיקון חוק ה לאום ש ה עלתי היום נפלה ב רוב גדול 47 נגד,3,-1
291,7,ו בין אם זה כש יש מי ש יוצא נגד ייהוד של ה גליל ו ה נגב,3,0
208,4,ב ה כנסת ה קודמת העליתי חוק ל ביטול חוק ה לאום ב כ ה נסת,3,-1
231,3,אבל ב ה טעות שכחו את ה מילים שוויון ו דמוקרטיה ה משמעות היא ש העלימו את ערכי מגילת ה עצמאות ב ה רוח נבאי ישראל,3,-1
220,2,17 ב ה עד,3,0
254,1,רגע מ כונן של קונצנזוס,3,1
279,14,חוק ה לאום,3,0
224,1,אתם בעד שינוי חוק ה לאום או נגד,3,0
215,10,דעו נא כי אני אינני מוכן לוותר עליכם כ ה אחים ו ה שותפים שווים ו אנו מחויבים ב תיקונו,3,-1
232,11,ה לאום של אני הוא אנשים ש רוצים להרבות ש מחה ו להמעיט כ אב,3,-1
235,13,הראו דבר אחד ה ממשלה ה זו נאבקת ב אזרחיה,3,-1
300,2,אשר ב ה שוליים מתקיימים ב היא חיים יהודיים,3,0
291,5,ב ה כנסת ו ב בתי ה משפט,3,0
291,4,הוא מתרחש כל יום,3,0
284,6,אני מצפה מ כל ה מפלגות ה ציוניות לשים את ה פוליטיקה ה קטנה ב ה צד ו להתגייס ל טובת ה חוק,3,1
243,1,עכשיו כל ה תרבות ה ישראלית ב ה סכנה,3,-1
241,5,חוק יסוד,3,0
285,1,מה ש הקפיץ את ה צעקות ו את ה צרחות ב ספסלי ה רשימה ה משותפת זו רק אמירה אחת מ מה ש הקראתי,3,0
218,11,למרות ש אין ל אני ציפיות ש זה יקרה בלי מאבק רחב ו נחוש ב כל ה חזיתות,3,-1
293,4,ב כך ש סוף סוף נעגן ב ה חקיקה את עצם היותנו ה מדינה ה יהודית,3,1
265,4,זאת ה משמעות של חקיקת חוק ה לאום,3,0
252,3,חוק ה לאום קורא ל התיישבות יהודית ב ה לבד ו מתייחס ל מדינה כ מדינתו של עם אחד,3,-1
219,5,גרסה ל תיקון ל חוק ה לאום,3,-1
258,2,חוק ה לאום ו חוק ה פונדקאות הם סכנה ל ה מדינה,3,-1
225,1,ו עשרות חוקים גזעניים,3,-1
204,2,לשם ביטול חוק ה לאום,3,-1
208,7,ל ה קנסות ו ל ה עוול,3,0
232,24,מסית ו משסה,3,-1
232,3,חוק ה לאום הוא חוק גזעני,3,-1
234,1,חוק ה לאום ש העבירה ממשלת ה ליכוד מעגן את ה בסיס ה ציוני של מדינת ישראל ו כל פגיעה ב הוא פירושה פגיעה ב ה התיישבות ה יהודית ו ב ה זהות ה יהודית,3,1
238,1,היום אני מעלה ל קריאה טרומית הצעת חוק ל תיקון חוק ה לאום ה פוגעני ו הלא שוויוני,3,-1
286,0,חוק ה לאום ש הייתי מיוזמיו הוא צעד נוסף ו חשוב ב ה דרך ל מימוש ה הגדרה ה עצמית ו ה לאומית של ה עם ה יהודי ב מדינת ישראל,3,1
260,8,תנו ל אני ל ה ספר ל כןם משהו ש לא ידעתןם על חוק ה לאום,3,0
283,1,כל חברי ה כנסת של יש עתיד חתומים על ה חוק,3,1
276,5,מ מול חוק ה לאום,3,0
238,2,אני קורא ל כל חברי הכנסת גם מהקואלציה ו גם מ ה אופוזיציה להצביע בעד ה תיקון ה זה ללא כל דיחוי,3,-1
223,5,אנחנו נשים את כל משקלנו כדי להביס את מי ש חוקק את חוק ה לאום,3,-1
296,2,כל ה כבוד לחכ איילת שקד ש יזמה את ה חוק ה זה,3,1
291,15,אני אמשיך להיאבק על חיזוק זהותה של ישראל כ מדינתו של ה עם ה יהודי,3,1
277,4,אבל למה להכניס ל ה דיון על חוק מ ה סוג ה זה אולטימטומים ו איומים,3,0
232,5,ש כל מטרתו להמשיך את מדיניות ההפרד ו מ שול של נתניהו,3,-1
301,0,ב יום ראשון יועלה חוק ה לאום של חכ לוין,3,0
254,0,חוק ה לאום יכול ו צריך היה לעבור היום ב ה תמיכה של 100 חברי כנסת,3,1
259,18,ה ממשלה עסוקה ב חקיקת חוקים גזעניים,3,-1
230,2,חוק ה לאום,3,0
294,7,ה גרסה ש אושרה היא ב ה סיס,3,0
260,2,זה נכון,3,-1
250,1,ה נושא ה מרכזי על הוא שוחחנו הוא חוק ה לאום,3,0
240,2,חוק ה לאום משמש ב ה פועל כ חומת מגן חוקתית כדי להפלות ב אופן בוטה בין יהודים ל ה ערבים ו ל התגזען ללא הגבלה,3,-1
278,5,ש מנסה ל חוקק את חוק ה לאום ו ממשיכה להסית נגד ה אזרחים ה ערבים יותר מ כל ממשלה אחרת,3,-1
300,4,ו על כן יש הכרח לבלום את ה תהליך ה פוסט ציוני,3,1
276,6,ש אמור להוות חוק יסוד ו אף על פי ה נוסח ה עכשווי בעל תוקף מיוחד מעל ל חוקי יסוד אחרים אין ב הוא אפילו איזכור ל זכויות אזרחיות ו דתיות ללא יהודים,3,-1
228,4,דמוקרטית ו נאורה,3,0
292,4,אני נחוש לקדם את חוק ה לאום ב ה נוסח ש אני אביא,3,1
251,5,אנחנו גם נתגבר על חוק ה לאום,3,-1
217,1,עימות אידיאולוגי מרתק על חוק ה לאום,3,0
283,0,ה נחנו על שולחן הכנסת את חוק ה לאום ב ה נוסח של חכ בני בגין מ ה ליכוד,3,1
263,0,להלן ה רשימה ה סופית ו ה מעודכנת של ה הצבעה על חוק ה לאום,3,0
284,7,חוק ה לאום הוא תשובה מוחצת ל כל מי ש מכחישים את ה קשר ה עמוק בין עמנו ל ארצנו,3,1
255,8,אני שמח ש נפלה ב חלקי ה זכות להוביל את ה חוק יחד עם חברי חכ אבי דיכטר ו מברך על אישורו,3,1
232,21,ה חוק ה זה עושה ב דיוק ה הפך,3,-1
231,12,ו זה ממש לא פאנצר מקרי ב ה חקיקה ש יש לתקן,3,-1
243,3,ו אפשר להסתכל על ה תרבות ה ישראלית ו להבין כמה עצוב ייראה ה עולם ש ל אנחנו אם מ ירי רגב תביים את הוא,3,-1
208,1,ב חוג ה בית הצגתי את עמדתי ו את עמדת ה מפלגה ב עניין חוק ה לאום,3,0
268,1,מי הוא אזרח סוג ב,3,-1
283,3,אני קורא ל ה ממשלה לתמוך ב ה חוק,3,1
266,1,זה הישג חשוב ל ה ליכוד ו הישג חשוב ל ה מדינה,3,1
275,8,ליברמן על חוק ה לאום,3,0
241,1,ש ב הוא הרגישה ה עדה ה דרוזית פגיעה מאוד קשה,3,-1
292,1,אני מבין למה ה חמאס מתנגד ל ה חוק ה לאום,3,0
290,3,כמו ש אנחנו דבקים ב העברת חוק ה לאום ש יסדיר ב צורה ברורה את היותה של ישראל מדינה יהודית ו דמוקרטית,3,1
294,5,אני הסכים את היא ל ה גמריי,3,0
291,17,זכויות לאומיות ב ישראל יהיו רק ל ה עם ה יהודי,3,1
293,6,ו על כן חוק זה יתקן את ה מעוות,3,1
240,1,חזרנו ו הזהרנו שוב ו שוב שחוק ה לאום הוא חוק ה לאומנות ו ה הוכחות לא מפסיקות להגיע,3,-1
270,2,עוד צעד ב כינון ה חוקה ה ישראלית ה עיסוק ב הוא מבטא מתחים גדולים ב ה חברה ה מגוונת ש ל אנחנו,3,1
232,15,אבל ה חוק ה זה,3,0
298,11,אני מקווה ש ועדת שרים ל ה חקיקה תאשר הצעת ה חוק חשובה זו,3,1
254,5,אבל אם הייתה ה סכמה לא היה חוק,3,0
204,12,אנחנו כוח עצום ש מפחיד את מחוקקי חוק ה לאום ו חוק קמיניץ ו מי ש הותיר את כנופיות ה פשע להשתולל ב ה רחובות,3,-1
279,13,ש תדון ב ה חוק יסוד,3,0
259,20,00 נפגין נגד חוק ה לאום ו מדיניות ה ממשלה ב תל אביב,3,-1
289,1,לפני זמן קצר העברתי ב וועדת ה שרים ל ה חקיקה את הצעת חוק ה לאום,3,1
254,2,ש ב הוא חברי כ נסת מ סיעות שונות מתאחדים להצביע על רעיון פשוט ו מוסכם,3,1
294,12,לגבי ה טענה ש אין ל ה חוקק חוק מהותי כל כך ב חקיקה פרטית אבקש להזכיר כי חוקי ה יסוד חוקיסוד,3,0
242,4,ש אינם יהודים,3,0
240,8,רק כדי לעגן את היותה של מדינת ישראל מדינתו של ה עם ה יהודי מתגלות כש קרים,3,-1
215,11,ה שיוויון ש יצר ה מוות בין דרוזים ל ה יהודים במותם ב הגנה על ה מולדת הוא את הוא ה שיוויון ש אנו מצווים ב הוא גם ב ה חיינו פנימה בתוך היא,3,-1
295,5,ב ה אופן ש יחזיר את ה סדר ה נכון על כנו,3,1
298,7,גם את ה עיקרון ה דמוקרטי ו גם את עיקרון ה מדינה ה יהודית,3,0
255,5,ה חוק מבטא את ה יסודות ה עמוקים ביותר של ה ציונות ו את ה בסיס על הוא נבנתה מדינת ישראל,3,1
221,3,מול חוק ה לאום ו חוק קמיניץ ל הריסת בתים של ערבים,3,-1
212,1,חוק ה לאום הוא חוק מצויין,3,1
260,1,כמה הוא גזעני ו כמה הוא מפלה ערבים,3,-1
